"RespondentID","ChoiceSet","Alt","WaitTime","UrbanRural","Trust","VaccineOrigin","Efficacy","Choice"
112,2,"A",2,0,1,0,0.95,1
112,2,"B",3,0,1,1,0.9,0
112,2,"C",0,0,1,0,0,0
112,3,"A",1,0,1,1,0.9,1
112,3,"B",2,0,1,0,0.5,0
112,3,"C",0,0,1,0,0,0
112,4,"A",1,0,1,1,0.9,0
112,4,"B",3,0,1,1,0.7,1
112,4,"C",0,0,1,0,0,0
112,5,"A",3,0,1,0,0.7,0
112,5,"B",1,0,1,0,0.5,1
112,5,"C",0,0,1,0,0,0
112,6,"A",3,0,1,1,0.7,0
112,6,"B",3,0,1,1,0.95,1
112,6,"C",0,0,1,0,0,0
113,1,"A",2,1,1,1,0.9,0
113,1,"B",1,1,1,1,0.95,1
113,1,"C",0,1,1,0,0,0
113,2,"A",3,1,1,1,0.5,0
113,2,"B",6,1,1,0,0.7,1
113,2,"C",0,1,1,0,0,0
113,3,"A",6,1,1,1,0.5,0
113,3,"B",2,1,1,0,0.7,1
113,3,"C",0,1,1,0,0,0
113,4,"A",3,1,1,0,0.7,1
113,4,"B",6,1,1,0,0.5,0
113,4,"C",0,1,1,0,0,0
113,5,"A",1,1,1,0,0.5,1
113,5,"B",3,1,1,1,0.9,0
113,5,"C",0,1,1,0,0,0
113,6,"A",1,1,1,1,0.7,1
113,6,"B",2,1,1,0,0.9,0
113,6,"C",0,1,1,0,0,0
114,1,"A",1,1,2,1,0.9,1
114,1,"B",2,1,2,1,0.7,0
114,1,"C",0,1,2,0,0,0
114,2,"A",1,1,2,0,0.7,0
114,2,"B",1,1,2,0,0.9,1
114,2,"C",0,1,2,0,0,0
114,3,"A",2,1,2,0,0.9,0
114,3,"B",3,1,2,0,0.5,0
114,3,"C",0,1,2,0,0,1
114,4,"A",6,1,2,0,0.9,0
114,4,"B",3,1,2,1,0.9,1
114,4,"C",0,1,2,0,0,0
114,5,"A",3,1,2,1,0.95,0
114,5,"B",2,1,2,0,0.7,1
114,5,"C",0,1,2,0,0,0
114,6,"A",2,1,2,0,0.9,0
114,6,"B",6,1,2,0,0.95,1
114,6,"C",0,1,2,0,0,0
115,1,"A",6,1,5,0,0.5,0
115,1,"B",3,1,5,0,0.95,1
115,1,"C",0,1,5,0,0,0
115,2,"A",2,1,5,0,0.7,1
115,2,"B",1,1,5,1,0.9,0
115,2,"C",0,1,5,0,0,0
115,3,"A",6,1,5,1,0.95,1
115,3,"B",1,1,5,0,0.95,0
115,3,"C",0,1,5,0,0,0
115,4,"A",3,1,5,0,0.7,0
115,4,"B",3,1,5,1,0.5,1
115,4,"C",0,1,5,0,0,0
115,5,"A",3,1,5,0,0.5,0
115,5,"B",3,1,5,1,0.5,1
115,5,"C",0,1,5,0,0,0
115,6,"A",6,1,5,0,0.9,0
115,6,"B",6,1,5,1,0.95,1
115,6,"C",0,1,5,0,0,0
116,1,"A",6,1,4,1,0.5,0
116,1,"B",3,1,4,0,0.5,1
116,1,"C",0,1,4,0,0,0
116,2,"A",2,1,4,1,0.95,1
116,2,"B",6,1,4,1,0.5,0
116,2,"C",0,1,4,0,0,0
116,3,"A",6,1,4,1,0.5,1
116,3,"B",1,1,4,0,0.5,0
116,3,"C",0,1,4,0,0,0
116,4,"A",3,1,4,0,0.5,1
116,4,"B",1,1,4,0,0.5,0
116,4,"C",0,1,4,0,0,0
116,5,"A",2,1,4,0,0.5,0
116,5,"B",2,1,4,0,0.95,1
116,5,"C",0,1,4,0,0,0
116,6,"A",1,1,4,1,0.9,1
116,6,"B",3,1,4,1,0.9,0
116,6,"C",0,1,4,0,0,0
117,1,"A",1,1,3,0,0.95,1
117,1,"B",6,1,3,0,0.95,0
117,1,"C",0,1,3,0,0,0
117,2,"A",2,1,3,0,0.95,1
117,2,"B",6,1,3,1,0.5,0
117,2,"C",0,1,3,0,0,0
117,3,"A",3,1,3,1,0.9,1
117,3,"B",2,1,3,1,0.7,0
117,3,"C",0,1,3,0,0,0
117,4,"A",3,1,3,0,0.5,0
117,4,"B",6,1,3,0,0.5,1
117,4,"C",0,1,3,0,0,0
117,5,"A",6,1,3,0,0.9,1
117,5,"B",3,1,3,1,0.7,0
117,5,"C",0,1,3,0,0,0
117,6,"A",2,1,3,0,0.5,1
117,6,"B",3,1,3,1,0.5,0
117,6,"C",0,1,3,0,0,0
118,1,"A",6,1,4,0,0.7,0
118,1,"B",3,1,4,1,0.7,0
118,1,"C",0,1,4,0,0,1
118,2,"A",6,1,4,0,0.9,0
118,2,"B",6,1,4,1,0.7,1
118,2,"C",0,1,4,0,0,0
118,3,"A",1,1,4,0,0.7,1
118,3,"B",6,1,4,0,0.95,0
118,3,"C",0,1,4,0,0,0
118,4,"A",2,1,4,1,0.7,1
118,4,"B",6,1,4,1,0.95,0
118,4,"C",0,1,4,0,0,0
118,5,"A",1,1,4,1,0.95,1
118,5,"B",6,1,4,0,0.95,0
118,5,"C",0,1,4,0,0,0
118,6,"A",2,1,4,1,0.5,0
118,6,"B",3,1,4,0,0.9,1
118,6,"C",0,1,4,0,0,0
119,1,"A",3,1,4,1,0.7,0
119,1,"B",6,1,4,0,0.95,1
119,1,"C",0,1,4,0,0,0
119,2,"A",3,1,4,0,0.95,1
119,2,"B",3,1,4,0,0.95,0
119,2,"C",0,1,4,0,0,0
119,3,"A",1,1,4,1,0.7,0
119,3,"B",3,1,4,0,0.95,0
119,3,"C",0,1,4,0,0,1
119,4,"A",3,1,4,0,0.9,1
119,4,"B",3,1,4,1,0.5,0
119,4,"C",0,1,4,0,0,0
119,5,"A",2,1,4,0,0.7,0
119,5,"B",1,1,4,0,0.95,1
119,5,"C",0,1,4,0,0,0
119,6,"A",2,1,4,0,0.9,0
119,6,"B",2,1,4,0,0.5,0
119,6,"C",0,1,4,0,0,1
120,1,"A",1,0,4,0,0.95,0
120,1,"B",1,0,4,1,0.9,1
120,1,"C",0,0,4,0,0,0
120,2,"A",2,0,4,1,0.95,0
120,2,"B",2,0,4,1,0.5,0
120,2,"C",0,0,4,0,0,1
120,3,"A",1,0,4,1,0.5,0
120,3,"B",6,0,4,0,0.9,1
120,3,"C",0,0,4,0,0,0
120,4,"A",3,0,4,1,0.5,0
120,4,"B",1,0,4,1,0.7,1
120,4,"C",0,0,4,0,0,0
120,5,"A",1,0,4,0,0.9,1
120,5,"B",2,0,4,1,0.9,0
120,5,"C",0,0,4,0,0,0
120,6,"A",6,0,4,1,0.95,0
120,6,"B",1,0,4,0,0.7,1
120,6,"C",0,0,4,0,0,0
121,1,"A",2,1,4,0,0.95,1
121,1,"B",3,1,4,0,0.7,0
121,1,"C",0,1,4,0,0,0
121,2,"A",2,1,4,0,0.9,1
121,2,"B",6,1,4,0,0.9,0
121,2,"C",0,1,4,0,0,0
121,3,"A",3,1,4,1,0.7,0
121,3,"B",6,1,4,0,0.7,1
121,3,"C",0,1,4,0,0,0
121,4,"A",1,1,4,0,0.95,1
121,4,"B",1,1,4,1,0.7,0
121,4,"C",0,1,4,0,0,0
121,5,"A",1,1,4,1,0.5,0
121,5,"B",2,1,4,0,0.7,1
121,5,"C",0,1,4,0,0,0
121,6,"A",3,1,4,0,0.7,1
121,6,"B",1,1,4,1,0.9,0
121,6,"C",0,1,4,0,0,0
122,1,"A",6,1,4,1,0.5,0
122,1,"B",2,1,4,1,0.5,1
122,1,"C",0,1,4,0,0,0
122,2,"A",1,1,4,0,0.5,0
122,2,"B",3,1,4,1,0.95,1
122,2,"C",0,1,4,0,0,0
122,3,"A",2,1,4,1,0.7,0
122,3,"B",2,1,4,1,0.95,1
122,3,"C",0,1,4,0,0,0
122,4,"A",6,1,4,1,0.95,1
122,4,"B",3,1,4,0,0.95,0
122,4,"C",0,1,4,0,0,0
122,5,"A",3,1,4,1,0.95,0
122,5,"B",1,1,4,1,0.5,1
122,5,"C",0,1,4,0,0,0
122,6,"A",1,1,4,1,0.5,0
122,6,"B",6,1,4,0,0.7,0
122,6,"C",0,1,4,0,0,1
123,1,"A",2,1,4,1,0.7,0
123,1,"B",6,1,4,0,0.9,1
123,1,"C",0,1,4,0,0,0
123,2,"A",3,1,4,0,0.9,0
123,2,"B",1,1,4,1,0.9,1
123,2,"C",0,1,4,0,0,0
123,3,"A",6,1,4,1,0.7,0
123,3,"B",2,1,4,0,0.5,1
123,3,"C",0,1,4,0,0,0
123,4,"A",1,1,4,0,0.95,1
123,4,"B",6,1,4,1,0.95,0
123,4,"C",0,1,4,0,0,0
123,5,"A",6,1,4,0,0.5,0
123,5,"B",2,1,4,1,0.9,1
123,5,"C",0,1,4,0,0,0
123,6,"A",2,1,4,0,0.5,1
123,6,"B",1,1,4,1,0.7,0
123,6,"C",0,1,4,0,0,0
124,1,"A",6,0,2,0,0.95,1
124,1,"B",1,0,2,1,0.5,0
124,1,"C",0,0,2,0,0,0
124,2,"A",6,0,2,1,0.9,0
124,2,"B",6,0,2,1,0.9,0
124,2,"C",0,0,2,0,0,1
124,3,"A",6,0,2,0,0.95,0
124,3,"B",2,0,2,1,0.95,1
124,3,"C",0,0,2,0,0,0
124,4,"A",6,0,2,0,0.9,1
124,4,"B",6,0,2,0,0.5,0
124,4,"C",0,0,2,0,0,0
124,5,"A",2,0,2,0,0.7,0
124,5,"B",2,0,2,1,0.9,1
124,5,"C",0,0,2,0,0,0
124,6,"A",3,0,2,1,0.7,0
124,6,"B",1,0,2,0,0.9,1
124,6,"C",0,0,2,0,0,0
125,1,"A",1,1,5,0,0.9,0
125,1,"B",2,1,5,0,0.7,1
125,1,"C",0,1,5,0,0,0
125,2,"A",6,1,5,0,0.9,1
125,2,"B",3,1,5,1,0.9,0
125,2,"C",0,1,5,0,0,0
125,3,"A",2,1,5,0,0.5,1
125,3,"B",1,1,5,1,0.5,0
125,3,"C",0,1,5,0,0,0
125,4,"A",2,1,5,1,0.5,1
125,4,"B",6,1,5,1,0.7,0
125,4,"C",0,1,5,0,0,0
125,5,"A",6,1,5,0,0.7,0
125,5,"B",6,1,5,1,0.95,1
125,5,"C",0,1,5,0,0,0
125,6,"A",6,1,5,1,0.7,1
125,6,"B",3,1,5,1,0.9,0
125,6,"C",0,1,5,0,0,0
126,1,"A",1,1,3,1,0.95,1
126,1,"B",1,1,3,0,0.7,0
126,1,"C",0,1,3,0,0,0
126,2,"A",6,1,3,1,0.5,0
126,2,"B",3,1,3,0,0.9,1
126,2,"C",0,1,3,0,0,0
126,3,"A",6,1,3,0,0.7,0
126,3,"B",3,1,3,0,0.5,0
126,3,"C",0,1,3,0,0,1
126,4,"A",3,1,3,1,0.95,0
126,4,"B",1,1,3,1,0.7,1
126,4,"C",0,1,3,0,0,0
126,5,"A",6,1,3,1,0.95,0
126,5,"B",3,1,3,1,0.7,0
126,5,"C",0,1,3,0,0,1
126,6,"A",6,1,3,0,0.9,0
126,6,"B",6,1,3,0,0.9,0
126,6,"C",0,1,3,0,0,1
127,1,"A",3,1,4,1,0.9,0
127,1,"B",1,1,4,0,0.95,1
127,1,"C",0,1,4,0,0,0
127,2,"A",2,1,4,1,0.7,1
127,2,"B",1,1,4,0,0.9,0
127,2,"C",0,1,4,0,0,0
127,3,"A",6,1,4,0,0.95,0
127,3,"B",1,1,4,1,0.5,1
127,3,"C",0,1,4,0,0,0
127,4,"A",6,1,4,1,0.9,0
127,4,"B",2,1,4,0,0.95,1
127,4,"C",0,1,4,0,0,0
127,5,"A",3,1,4,0,0.95,1
127,5,"B",1,1,4,0,0.95,0
127,5,"C",0,1,4,0,0,0
127,6,"A",1,1,4,1,0.5,0
127,6,"B",2,1,4,0,0.9,1
127,6,"C",0,1,4,0,0,0
128,1,"A",3,1,2,0,0.95,0
128,1,"B",6,1,2,1,0.9,0
128,1,"C",0,1,2,0,0,1
128,2,"A",1,1,2,1,0.9,0
128,2,"B",2,1,2,0,0.9,1
128,2,"C",0,1,2,0,0,0
128,3,"A",3,1,2,1,0.7,0
128,3,"B",2,1,2,1,0.9,1
128,3,"C",0,1,2,0,0,0
128,4,"A",6,1,2,1,0.9,0
128,4,"B",1,1,2,0,0.7,1
128,4,"C",0,1,2,0,0,0
128,5,"A",1,1,2,1,0.9,0
128,5,"B",1,1,2,0,0.7,1
128,5,"C",0,1,2,0,0,0
128,6,"A",2,1,2,1,0.95,1
128,6,"B",2,1,2,1,0.7,0
128,6,"C",0,1,2,0,0,0
129,1,"A",1,1,3,0,0.95,0
129,1,"B",1,1,3,1,0.95,1
129,1,"C",0,1,3,0,0,0
129,2,"A",6,1,3,0,0.5,0
129,2,"B",1,1,3,1,0.5,1
129,2,"C",0,1,3,0,0,0
129,3,"A",2,1,3,0,0.5,0
129,3,"B",1,1,3,1,0.95,1
129,3,"C",0,1,3,0,0,0
129,4,"A",2,1,3,0,0.5,1
129,4,"B",6,1,3,1,0.7,0
129,4,"C",0,1,3,0,0,0
129,5,"A",1,1,3,0,0.5,0
129,5,"B",2,1,3,0,0.95,1
129,5,"C",0,1,3,0,0,0
129,6,"A",3,1,3,0,0.7,0
129,6,"B",3,1,3,1,0.9,1
129,6,"C",0,1,3,0,0,0
130,1,"A",1,1,4,1,0.9,1
130,1,"B",6,1,4,1,0.5,0
130,1,"C",0,1,4,0,0,0
130,2,"A",6,1,4,0,0.7,0
130,2,"B",3,1,4,0,0.5,1
130,2,"C",0,1,4,0,0,0
130,3,"A",3,1,4,0,0.7,1
130,3,"B",3,1,4,0,0.5,0
130,3,"C",0,1,4,0,0,0
130,4,"A",3,1,4,1,0.7,1
130,4,"B",2,1,4,0,0.9,0
130,4,"C",0,1,4,0,0,0
130,5,"A",1,1,4,1,0.5,0
130,5,"B",1,1,4,1,0.7,1
130,5,"C",0,1,4,0,0,0
130,6,"A",2,1,4,0,0.9,1
130,6,"B",6,1,4,0,0.95,0
130,6,"C",0,1,4,0,0,0
131,1,"A",1,1,4,1,0.9,0
131,1,"B",1,1,4,0,0.9,1
131,1,"C",0,1,4,0,0,0
131,2,"A",1,1,4,1,0.7,1
131,2,"B",2,1,4,0,0.9,0
131,2,"C",0,1,4,0,0,0
131,3,"A",1,1,4,0,0.95,1
131,3,"B",3,1,4,0,0.7,0
131,3,"C",0,1,4,0,0,0
131,4,"A",6,1,4,1,0.95,0
131,4,"B",6,1,4,0,0.9,1
131,4,"C",0,1,4,0,0,0
131,5,"A",3,1,4,0,0.5,0
131,5,"B",6,1,4,1,0.5,1
131,5,"C",0,1,4,0,0,0
131,6,"A",1,1,4,1,0.7,0
131,6,"B",1,1,4,1,0.5,1
131,6,"C",0,1,4,0,0,0
132,1,"A",3,1,4,1,0.95,1
132,1,"B",2,1,4,0,0.95,0
132,1,"C",0,1,4,0,0,0
132,2,"A",2,1,4,1,0.5,1
132,2,"B",6,1,4,0,0.95,0
132,2,"C",0,1,4,0,0,0
132,3,"A",3,1,4,1,0.9,1
132,3,"B",6,1,4,0,0.9,0
132,3,"C",0,1,4,0,0,0
132,4,"A",1,1,4,1,0.7,1
132,4,"B",2,1,4,0,0.7,0
132,4,"C",0,1,4,0,0,0
132,5,"A",3,1,4,1,0.95,1
132,5,"B",6,1,4,0,0.95,0
132,5,"C",0,1,4,0,0,0
132,6,"A",3,1,4,1,0.7,0
132,6,"B",3,1,4,1,0.95,1
132,6,"C",0,1,4,0,0,0
133,1,"A",1,1,2,1,0.5,1
133,1,"B",3,1,2,1,0.5,0
133,1,"C",0,1,2,0,0,0
133,2,"A",6,1,2,0,0.95,0
133,2,"B",6,1,2,1,0.95,1
133,2,"C",0,1,2,0,0,0
133,3,"A",1,1,2,0,0.7,0
133,3,"B",1,1,2,0,0.95,1
133,3,"C",0,1,2,0,0,0
133,4,"A",6,1,2,0,0.7,1
133,4,"B",6,1,2,1,0.7,0
133,4,"C",0,1,2,0,0,0
133,5,"A",1,1,2,0,0.9,1
133,5,"B",2,1,2,1,0.95,0
133,5,"C",0,1,2,0,0,0
133,6,"A",1,1,2,0,0.5,0
133,6,"B",1,1,2,0,0.95,1
133,6,"C",0,1,2,0,0,0
134,1,"A",3,1,4,1,0.95,0
134,1,"B",2,1,4,0,0.5,1
134,1,"C",0,1,4,0,0,0
134,2,"A",6,1,4,1,0.5,0
134,2,"B",2,1,4,1,0.5,1
134,2,"C",0,1,4,0,0,0
134,3,"A",3,1,4,1,0.7,0
134,3,"B",1,1,4,1,0.95,1
134,3,"C",0,1,4,0,0,0
134,4,"A",1,1,4,1,0.95,1
134,4,"B",2,1,4,0,0.7,0
134,4,"C",0,1,4,0,0,0
134,5,"A",6,1,4,1,0.9,1
134,5,"B",2,1,4,1,0.5,0
134,5,"C",0,1,4,0,0,0
134,6,"A",2,1,4,1,0.7,1
134,6,"B",1,1,4,1,0.9,0
134,6,"C",0,1,4,0,0,0
135,1,"A",1,0,3,0,0.5,1
135,1,"B",1,0,3,0,0.5,0
135,1,"C",0,0,3,0,0,0
135,2,"A",2,0,3,0,0.95,1
135,2,"B",3,0,3,0,0.5,0
135,2,"C",0,0,3,0,0,0
135,3,"A",1,0,3,1,0.5,0
135,3,"B",1,0,3,0,0.95,1
135,3,"C",0,0,3,0,0,0
135,4,"A",2,0,3,0,0.9,0
135,4,"B",3,0,3,1,0.5,1
135,4,"C",0,0,3,0,0,0
135,5,"A",6,0,3,0,0.5,0
135,5,"B",1,0,3,0,0.7,1
135,5,"C",0,0,3,0,0,0
135,6,"A",3,0,3,1,0.9,0
135,6,"B",2,0,3,0,0.95,1
135,6,"C",0,0,3,0,0,0
136,1,"A",3,1,2,1,0.9,1
136,1,"B",3,1,2,0,0.9,0
136,1,"C",0,1,2,0,0,0
136,2,"A",2,1,2,1,0.7,1
136,2,"B",3,1,2,0,0.7,0
136,2,"C",0,1,2,0,0,0
136,3,"A",6,1,2,0,0.7,1
136,3,"B",6,1,2,1,0.5,0
136,3,"C",0,1,2,0,0,0
136,4,"A",3,1,2,1,0.9,1
136,4,"B",2,1,2,1,0.95,0
136,4,"C",0,1,2,0,0,0
136,5,"A",2,1,2,1,0.5,0
136,5,"B",2,1,2,1,0.9,1
136,5,"C",0,1,2,0,0,0
136,6,"A",1,1,2,0,0.95,0
136,6,"B",1,1,2,1,0.95,1
136,6,"C",0,1,2,0,0,0
137,1,"A",6,1,4,0,0.9,0
137,1,"B",2,1,4,1,0.95,1
137,1,"C",0,1,4,0,0,0
137,2,"A",3,1,4,1,0.95,1
137,2,"B",6,1,4,1,0.95,0
137,2,"C",0,1,4,0,0,0
137,3,"A",6,1,4,0,0.9,1
137,3,"B",2,1,4,0,0.9,0
137,3,"C",0,1,4,0,0,0
137,4,"A",2,1,4,0,0.9,0
137,4,"B",1,1,4,1,0.95,1
137,4,"C",0,1,4,0,0,0
137,5,"A",6,1,4,0,0.5,0
137,5,"B",2,1,4,1,0.9,1
137,5,"C",0,1,4,0,0,0
137,6,"A",2,1,4,0,0.7,1
137,6,"B",6,1,4,1,0.5,0
137,6,"C",0,1,4,0,0,0
138,1,"A",2,1,4,1,0.9,1
138,1,"B",1,1,4,1,0.95,0
138,1,"C",0,1,4,0,0,0
138,2,"A",3,1,4,0,0.7,1
138,2,"B",2,1,4,0,0.95,0
138,2,"C",0,1,4,0,0,0
138,3,"A",2,1,4,0,0.7,1
138,3,"B",1,1,4,0,0.7,0
138,3,"C",0,1,4,0,0,0
138,4,"A",3,1,4,0,0.95,1
138,4,"B",1,1,4,1,0.7,0
138,4,"C",0,1,4,0,0,0
138,5,"A",6,1,4,0,0.9,0
138,5,"B",1,1,4,0,0.9,1
138,5,"C",0,1,4,0,0,0
138,6,"A",6,1,4,0,0.7,0
138,6,"B",3,1,4,1,0.7,0
138,6,"C",0,1,4,0,0,1
139,1,"A",6,1,3,1,0.95,1
139,1,"B",3,1,3,0,0.5,0
139,1,"C",0,1,3,0,0,0
139,2,"A",1,1,3,1,0.5,0
139,2,"B",2,1,3,1,0.9,1
139,2,"C",0,1,3,0,0,0
139,3,"A",1,1,3,1,0.95,1
139,3,"B",3,1,3,1,0.95,0
139,3,"C",0,1,3,0,0,0
139,4,"A",6,1,3,1,0.5,0
139,4,"B",1,1,3,0,0.95,1
139,4,"C",0,1,3,0,0,0
139,5,"A",2,1,3,0,0.9,1
139,5,"B",2,1,3,0,0.95,0
139,5,"C",0,1,3,0,0,0
139,6,"A",6,1,3,1,0.5,0
139,6,"B",3,1,3,1,0.95,1
139,6,"C",0,1,3,0,0,0
140,1,"A",2,1,4,0,0.95,0
140,1,"B",6,1,4,0,0.7,1
140,1,"C",0,1,4,0,0,0
140,2,"A",1,1,4,1,0.5,1
140,2,"B",1,1,4,0,0.5,0
140,2,"C",0,1,4,0,0,0
140,3,"A",6,1,4,1,0.7,1
140,3,"B",1,1,4,0,0.7,0
140,3,"C",0,1,4,0,0,0
140,4,"A",1,1,4,0,0.95,1
140,4,"B",2,1,4,1,0.9,0
140,4,"C",0,1,4,0,0,0
140,5,"A",3,1,4,0,0.5,0
140,5,"B",2,1,4,1,0.7,1
140,5,"C",0,1,4,0,0,0
140,6,"A",6,1,4,1,0.9,0
140,6,"B",2,1,4,0,0.9,1
140,6,"C",0,1,4,0,0,0
141,1,"A",3,0,2,1,0.5,0
141,1,"B",2,0,2,1,0.95,1
141,1,"C",0,0,2,0,0,0
141,2,"A",2,0,2,1,0.5,0
141,2,"B",1,0,2,1,0.9,1
141,2,"C",0,0,2,0,0,0
141,3,"A",2,0,2,1,0.9,1
141,3,"B",3,0,2,0,0.7,0
141,3,"C",0,0,2,0,0,0
141,4,"A",2,0,2,1,0.9,1
141,4,"B",3,0,2,1,0.5,0
141,4,"C",0,0,2,0,0,0
141,5,"A",3,0,2,0,0.5,0
141,5,"B",1,0,2,1,0.5,1
141,5,"C",0,0,2,0,0,0
141,6,"A",2,0,2,0,0.9,0
141,6,"B",1,0,2,1,0.95,1
141,6,"C",0,0,2,0,0,0
142,1,"A",6,1,5,1,0.5,0
142,1,"B",3,1,5,1,0.5,1
142,1,"C",0,1,5,0,0,0
142,2,"A",3,1,5,1,0.95,0
142,2,"B",6,1,5,0,0.95,1
142,2,"C",0,1,5,0,0,0
142,3,"A",6,1,5,1,0.7,0
142,3,"B",1,1,5,0,0.5,1
142,3,"C",0,1,5,0,0,0
142,4,"A",3,1,5,1,0.7,0
142,4,"B",2,1,5,0,0.95,1
142,4,"C",0,1,5,0,0,0
142,5,"A",2,1,5,1,0.5,0
142,5,"B",3,1,5,0,0.5,1
142,5,"C",0,1,5,0,0,0
142,6,"A",3,1,5,0,0.5,1
142,6,"B",1,1,5,1,0.95,0
142,6,"C",0,1,5,0,0,0
143,1,"A",3,1,1,1,0.9,0
143,1,"B",2,1,1,0,0.7,1
143,1,"C",0,1,1,0,0,0
143,2,"A",1,1,1,0,0.7,0
143,2,"B",1,1,1,1,0.9,1
143,2,"C",0,1,1,0,0,0
143,3,"A",1,1,1,0,0.95,0
143,3,"B",3,1,1,0,0.5,1
143,3,"C",0,1,1,0,0,0
143,4,"A",1,1,1,0,0.95,0
143,4,"B",1,1,1,0,0.9,1
143,4,"C",0,1,1,0,0,0
143,5,"A",1,1,1,0,0.95,1
143,5,"B",2,1,1,1,0.95,0
143,5,"C",0,1,1,0,0,0
143,6,"A",2,1,1,1,0.5,0
143,6,"B",6,1,1,0,0.95,1
143,6,"C",0,1,1,0,0,0
144,1,"A",6,1,4,0,0.95,1
144,1,"B",6,1,4,0,0.5,0
144,1,"C",0,1,4,0,0,0
144,2,"A",6,1,4,0,0.7,0
144,2,"B",6,1,4,1,0.9,1
144,2,"C",0,1,4,0,0,0
144,3,"A",3,1,4,0,0.7,1
144,3,"B",6,1,4,0,0.95,0
144,3,"C",0,1,4,0,0,0
144,4,"A",1,1,4,1,0.5,0
144,4,"B",6,1,4,1,0.7,0
144,4,"C",0,1,4,0,0,1
144,5,"A",1,1,4,0,0.9,1
144,5,"B",3,1,4,1,0.5,0
144,5,"C",0,1,4,0,0,0
144,6,"A",1,1,4,0,0.5,0
144,6,"B",1,1,4,0,0.7,0
144,6,"C",0,1,4,0,0,1
145,1,"A",1,0,3,1,0.5,0
145,1,"B",3,0,3,0,0.9,1
145,1,"C",0,0,3,0,0,0
145,2,"A",6,0,3,0,0.7,1
145,2,"B",3,0,3,1,0.95,0
145,2,"C",0,0,3,0,0,0
145,3,"A",1,0,3,0,0.95,1
145,3,"B",1,0,3,1,0.5,0
145,3,"C",0,0,3,0,0,0
145,4,"A",6,0,3,0,0.7,1
145,4,"B",1,0,3,0,0.5,0
145,4,"C",0,0,3,0,0,0
145,5,"A",3,0,3,1,0.7,1
145,5,"B",6,0,3,1,0.5,0
145,5,"C",0,0,3,0,0,0
145,6,"A",1,0,3,1,0.95,1
145,6,"B",3,0,3,0,0.7,0
145,6,"C",0,0,3,0,0,0
146,1,"A",3,1,2,1,0.7,1
146,1,"B",2,1,2,0,0.9,0
146,1,"C",0,1,2,0,0,0
146,2,"A",1,1,2,0,0.9,0
146,2,"B",2,1,2,1,0.7,1
146,2,"C",0,1,2,0,0,0
146,3,"A",1,1,2,1,0.5,1
146,3,"B",6,1,2,0,0.95,0
146,3,"C",0,1,2,0,0,0
146,4,"A",6,1,2,0,0.7,1
146,4,"B",3,1,2,0,0.7,0
146,4,"C",0,1,2,0,0,0
146,5,"A",6,1,2,1,0.5,1
146,5,"B",3,1,2,1,0.95,0
146,5,"C",0,1,2,0,0,0
146,6,"A",1,1,2,1,0.95,1
146,6,"B",3,1,2,0,0.7,0
146,6,"C",0,1,2,0,0,0
147,1,"A",3,1,4,0,0.95,1
147,1,"B",1,1,4,1,0.9,0
147,1,"C",0,1,4,0,0,0
147,2,"A",6,1,4,0,0.7,0
147,2,"B",1,1,4,0,0.7,1
147,2,"C",0,1,4,0,0,0
147,3,"A",1,1,4,1,0.7,1
147,3,"B",3,1,4,1,0.9,0
147,3,"C",0,1,4,0,0,0
147,4,"A",6,1,4,0,0.9,0
147,4,"B",2,1,4,1,0.95,1
147,4,"C",0,1,4,0,0,0
147,5,"A",6,1,4,1,0.95,0
147,5,"B",1,1,4,1,0.95,1
147,5,"C",0,1,4,0,0,0
147,6,"A",1,1,4,1,0.9,0
147,6,"B",6,1,4,0,0.9,1
147,6,"C",0,1,4,0,0,0
148,1,"A",2,1,3,1,0.95,0
148,1,"B",6,1,3,0,0.9,1
148,1,"C",0,1,3,0,0,0
148,2,"A",6,1,3,1,0.7,1
148,2,"B",2,1,3,0,0.5,0
148,2,"C",0,1,3,0,0,0
148,3,"A",6,1,3,0,0.9,0
148,3,"B",6,1,3,1,0.95,1
148,3,"C",0,1,3,0,0,0
148,4,"A",2,1,3,0,0.95,1
148,4,"B",1,1,3,0,0.5,0
148,4,"C",0,1,3,0,0,0
148,5,"A",6,1,3,0,0.7,1
148,5,"B",3,1,3,1,0.5,0
148,5,"C",0,1,3,0,0,0
148,6,"A",2,1,3,1,0.95,1
148,6,"B",1,1,3,1,0.7,0
148,6,"C",0,1,3,0,0,0
149,1,"A",3,0,5,1,0.5,0
149,1,"B",2,0,5,1,0.95,0
149,1,"C",0,0,5,0,0,1
149,2,"A",2,0,5,1,0.5,1
149,2,"B",6,0,5,0,0.95,0
149,2,"C",0,0,5,0,0,0
149,3,"A",2,0,5,0,0.95,1
149,3,"B",1,0,5,0,0.9,0
149,3,"C",0,0,5,0,0,0
149,4,"A",2,0,5,0,0.7,1
149,4,"B",1,0,5,0,0.7,0
149,4,"C",0,0,5,0,0,0
149,5,"A",6,0,5,1,0.95,0
149,5,"B",3,0,5,1,0.5,1
149,5,"C",0,0,5,0,0,0
149,6,"A",6,0,5,1,0.7,0
149,6,"B",1,0,5,1,0.9,1
149,6,"C",0,0,5,0,0,0
150,1,"A",6,1,2,0,0.7,0
150,1,"B",2,1,2,1,0.95,1
150,1,"C",0,1,2,0,0,0
150,2,"A",3,1,2,1,0.95,0
